pub_date,abstract,compound,neg,neu,pos
12/1/2012,"With Black Friday starting on Thanksgiving, and Cyber Monday lasting a week, retailers are doing their best to encourage a holiday shopping binge. But the economic effect is unclear.",0.8481,0.057,0.653,0.29
12/1/2012,Don’t discount! Consumer confidence rises. Small-business confidence falls. And the Onion takes on social media marketing.,0.784,0,0.67,0.33
11/1/2012,"Sears, which sold many Bionic Wrenches last holiday season, is selling a similar product this year — only now it is made in China instead of America.",0.4019,0,0.899,0.101
11/1/2012,"Suspended shopping restrictions on Sunday provided a glimpse of what residents in Paramus, N.J., fear the town would look like if current laws were scrapped for good.",-0.2263,0.187,0.653,0.16
11/1/2012,"Obamacare lives, stocks plunge, and small businesses will need $2.5 billion to recover from Sandy. Would you buy a Surface for your business?",0,0,1,0
12/1/2013,"Competition from e-books has eased, but merchants face other obstacles during their most crucial sales period.",-0.4215,0.179,0.737,0.084
11/1/2013,A budget-conscious consumer mind-set is expected to hurt holiday sales.,-0.1779,0.26,0.534,0.206
11/1/2013,"Physical and online retailers are in a sort of arms race, pushing each other to start holiday sales earlier and earlier.",0.4019,0,0.876,0.124
12/1/2013,"More large retailers were open on Thanksgiving Day this year, and it appears those openings nibbled away not only at the holiday, but at the sales the day after, too.",0.2144,0,0.94,0.06
12/1/2013,Target's security breach came at the worst possible time- taking its focus away from the final holiday sales push- and into a damage control mode. Bobbi Rebell reports.,-0.4939,0.206,0.65,0.144
12/1/2013,Target's security breach came at the worst possible time- taking its focus away from the final holiday sales push- and into a damage control mode. Bobbi Rebell reports.,-0.4939,0.206,0.65,0.144
11/1/2013,"Self-gifters, who take advantage of frenzied holiday sales to buy a few things for themselves, have been growing in numbers and dollars spent.",0.6597,0,0.748,0.252
11/1/2013,Big retailers don’t expect this Christmas shopping season to be very lucrative after budget battles and the shutdown have lowered consumer confidence and the willingness to buy.,0.3182,0.126,0.708,0.166
11/1/2013,"Brick and mortar stores like Target and Walmart are engaging heavily with social networks, notably Pinterest, to clinch holiday sales.",0.765,0,0.691,0.309
11/1/2013,"Brick-and-mortar stores like Walmart and Target are using social networks, particularly Pinterest, to engage with shoppers and bring in holiday sales.",0.7823,0,0.696,0.304
11/1/2014,Holiday spending is always closely watched — too closely — as an indicator of the nation’s economic health.,0.4019,0,0.847,0.153
12/1/2014,With a new year comes plenty of sales.,0,0,1,0
11/1/2014,"The struggling chain recruited 100 prominent authors, including Donna Tartt, David Mitchell and Dan Brown, to each autograph about 5,000 copies of their latest books, which will be on sale at its stores nationwide.",-0.128,0.075,0.863,0.062
11/1/2014,"On the edge of the Thanksgiving holiday sales, everyone is taking bets on consumers vs. retailers. Bobbi Rebell reports.",0.4019,0,0.87,0.13
12/1/2014,"Early data from MasterCard SpendingPulse shows holiday sales rose 5.5 percent, about in line with forecasts. Bobbi Rebell reports.",0.4019,0,0.87,0.13
12/1/2014,"Sales were estimated to have dropped to $50.9 billion from $57.4 billion last year, puzzling experts who predicted strong growth.",0.7096,0,0.753,0.247
11/1/2014,"Initial weak numbers revived concerns among retailers that, despite improved economic conditions, shoppers remain wary.",-0.6656,0.296,0.704,0
12/1/2014,"Holiday sales were down 11 percent, but how much of that was a result of the nationwide protests against the police shooting of Michael Brown?",-0.128,0.09,0.84,0.071
11/1/2014,"The home improvement retailer, the target of a cyberattack affecting as many as 56 million customers, beat analysts’ expectations with $1.5 billion in net earnings.",0.4588,0,0.885,0.115
11/1/2014,"Americans are expected to buy a record $89 billion worth of gifts online, a 13 percent jump over the 2013 season.",0.2263,0,0.905,0.095
11/1/2015,"Retailers are getting an early jump on holiday sales. Wal-Mart is the latest one, pulling its Cyber Monday promotions to start on Sunday. Bobbi Rebell reports.",0.4019,0,0.903,0.097
11/1/2015,"The retailer will open at 6 p.m. on Thanksgiving Day for the second year, the first time in years that it did not move up its opening times.",0,0,1,0
11/1/2015,Black Friday’s importance has waned as retailers have offered holiday sales earlier and longer.,0.6369,0,0.698,0.302
11/1/2015,"Amazon jumped the gun, opening  its holiday sales season with a Black Friday deals store with a special early window for Prime members. Bobbi  Rebell reports.",0.5719,0.081,0.678,0.241
11/1/2015,"Amazon jumped the gun, opening  its holiday sales season with a Black Friday deals store with a special early window for Prime members. Bobbi  Rebell reports.",0.5719,0.081,0.678,0.241
12/1/2015,"Drone pilots, start your web browsers: The mandatory drone registration program is starting. Also this week, movie studios are fighting over a limited number of screens and new-home sales data will be released.",-0.4215,0.126,0.8,0.074
11/1/2015,"Some independent retailers are choosing closed doors over doorbusters and even forgoing all holiday discounts, saying that doing so makes smart business sense.",0.6887,0,0.787,0.213
11/1/2015,Verizon is introducing a television ad encouraging people to enjoy family and friends rather than their small screens.,0.8658,0,0.591,0.409
11/1/2015,"Aggressive discounting from Macy’s, one of the country’s biggest merchants, is bad news for retailers this holiday season, which is shaping up to be highly discount-driven.",-0.2441,0.163,0.737,0.1
11/1/2015,"The decline in impact of the day after Thanksgiving suggests a shift in the way consumers spend. They’re going online more, and buying furnishings instead of sweaters.",0,0,1,0
12/1/2016,"Some part of me still has a child’s desire to wake up, starry-eyed, and find surprises chosen with love and obtained in secret.",0.8316,0,0.683,0.317
12/1/2016,"The day after Christmas is one of the busiest shopping days of the year, luring shoppers looking for a bargain, and teenagers looking for trouble.",-0.2263,0.102,0.83,0.068
11/1/2017,"Except for Amazon, most major retailers have scaled back plans for hiring temporary employees during the year’s biggest shopping season, and Walmart is adding almost none.",0.1779,0,0.936,0.064
11/1/2017,"Brands, struggling to profit in the critical holiday season, have found a way to start sales early.",0.128,0.225,0.529,0.247
11/1/2017,An iconic American company is closing stores and cutting costs as part of a turnaround it hopes will retain loyal customers and attract new ones.,0.7845,0.05,0.669,0.281
11/1/2017,"Once the forks are put down for good, Americans will begin their holiday shopping in earnest. Televisions promise to offer some of the best deals.",0.9371,0,0.565,0.435
12/1/2017,A faded industrial town in the North Country region of New York State is relying on local residents’ crafts and wits to make its shopping center a destination again.,0,0,1,0
11/1/2017,"Will companies invest their cash windfall from the Republican tax plans? Also, the Murdochs are in talks with suitors interested in pieces of their empire. But will they sell?",0.4696,0,0.901,0.099
12/1/2018,"A backlog at the printing presses, plus a surging demand for popular hardcover titles, has hurt publishers at peak sales season, with popular titles out of stock in some stores.",0.1779,0.142,0.696,0.162
12/1/2018,So many people give expensive cars as presents that gift sales can make up 10 percent or more of December sales for luxury auto dealers.,0.4404,0,0.892,0.108
11/1/2018,"Black Friday and Cyber Monday mean hundreds of online deals, discounts, and in-person doorbusters, but these tips will help you tell which ones are really worth your money.",0.7461,0,0.804,0.196
11/1/2018,"Consumer confidence points to open pocketbooks in the short run. Trade tensions, market upheaval and other factors may make the new year less bright.",0.4951,0.091,0.709,0.2
11/1/2018,"In 2018, hefty fiscal stimulus has buoyed the markets and helped America shrug off risks. That safeguard looks set to be weakened next year.",-0.2023,0.157,0.75,0.093
12/1/2018,Moves like Mnuchin’s phone calls to bank C.E.O.s could create a broader crisis of confidence.,0.4215,0.186,0.455,0.359
11/1/2018,"At yesterday’s DealBook conference in New York, we heard from some of America’s most important business leaders. Here’s what they said.",0.2716,0,0.905,0.095
12/1/2019,A retail survey showed an 18.8 percent rise in online shopping. Consumer confidence has been bolstered this year by a low unemployment rate.,-0.1779,0.19,0.684,0.125
11/1/2019,"A liquidation sale at Barneys means … 5 percent off luxury handbags. For now, at least.",0,0,1,0
12/1/2019,Holiday sales can present a prime opportunity for those in the market for a new vehicle — if you’re flexible on the model.,0.7506,0,0.697,0.303
11/1/2019,It’s not a day. It’s a synonym for “sale.” And it needs to change.,0,0,1,0
12/1/2019,The company gets that many daily submissions to edit descriptions and details about products for sale on its site. How does it keep up?,0,0,1,0
12/1/2019,"Delia Owens’s debut novel has sold more than four million copies — an astonishing trajectory for any new writer, much less for a 70-year-old wildlife scientist.",0.3182,0,0.909,0.091
11/1/2019,The dealer Edith Gregor Halpert helped put American art on the map — and then she vanished.,0,0,1,0
